SA_UUID, Interval Timestamp, Delivered From Grid Value (Wh), Back To Grid Value (Wh)
6745359, Tue Aug 10 2021 01:00:00 GMT-0700 (Pacific Daylight Time), 336, 0
6745359, Tue Aug 10 2021 02:00:00 GMT-0700 (Pacific Daylight Time), 431, 0
6745359, Tue Aug 10 2021 03:00:00 GMT-0700 (Pacific Daylight Time), 384, 0
6745359, Tue Aug 10 2021 04:00:00 GMT-0700 (Pacific Daylight Time), 346, 0
6745359, Tue Aug 10 2021 05:00:00 GMT-0700 (Pacific Daylight Time), 398, 0
6745359, Tue Aug 10 2021 06:00:00 GMT-0700 (Pacific Daylight Time), 373, 0
6745359, Tue Aug 10 2021 07:00:00 GMT-0700 (Pacific Daylight Time), 387, 64
6745359, Tue Aug 10 2021 08:00:00 GMT-0700 (Pacific Daylight Time), 42, 340
6745359, Tue Aug 10 2021 09:00:00 GMT-0700 (Pacific Daylight Time), 1, 854
6745359, Tue Aug 10 2021 10:00:00 GMT-0700 (Pacific Daylight Time), 19, 778
6745359, Tue Aug 10 2021 11:00:00 GMT-0700 (Pacific Daylight Time), 110, 698
6745359, Tue Aug 10 2021 12:00:00 GMT-0700 (Pacific Daylight Time), 251, 20
6745359, Tue Aug 10 2021 13:00:00 GMT-0700 (Pacific Daylight Time), 414, 0
6745359, Tue Aug 10 2021 14:00:00 GMT-0700 (Pacific Daylight Time), 242, 0
6745359, Tue Aug 10 2021 15:00:00 GMT-0700 (Pacific Daylight Time), 729, 263
6745359, Tue Aug 10 2021 16:00:00 GMT-0700 (Pacific Daylight Time), 3008, 38
6745359, Tue Aug 10 2021 17:00:00 GMT-0700 (Pacific Daylight Time), 2595, 9
6745359, Tue Aug 10 2021 18:00:00 GMT-0700 (Pacific Daylight Time), 1454, 0
6745359, Tue Aug 10 2021 19:00:00 GMT-0700 (Pacific Daylight Time), 1250, 0
6745359, Tue Aug 10 2021 20:00:00 GMT-0700 (Pacific Daylight Time), 1388, 0
6745359, Tue Aug 10 2021 21:00:00 GMT-0700 (Pacific Daylight Time), 1400, 0
6745359, Tue Aug 10 2021 22:00:00 GMT-0700 (Pacific Daylight Time), 2112, 0
6745359, Tue Aug 10 2021 23:00:00 GMT-0700 (Pacific Daylight Time), 430, 0
6745359, Wed Aug 11 2021 00:00:00 GMT-0700 (Pacific Daylight Time), 452, 0
6745359, Wed Aug 11 2021 01:00:00 GMT-0700 (Pacific Daylight Time), 359, 0
6745359, Wed Aug 11 2021 02:00:00 GMT-0700 (Pacific Daylight Time), 325, 0
6745359, Wed Aug 11 2021 03:00:00 GMT-0700 (Pacific Daylight Time), 370, 0
6745359, Wed Aug 11 2021 04:00:00 GMT-0700 (Pacific Daylight Time), 352, 0
6745359, Wed Aug 11 2021 05:00:00 GMT-0700 (Pacific Daylight Time), 278, 0
6745359, Wed Aug 11 2021 06:00:00 GMT-0700 (Pacific Daylight Time), 302, 0
6745359, Wed Aug 11 2021 07:00:00 GMT-0700 (Pacific Daylight Time), 278, 47
6745359, Wed Aug 11 2021 08:00:00 GMT-0700 (Pacific Daylight Time), 46, 473
6745359, Wed Aug 11 2021 09:00:00 GMT-0700 (Pacific Daylight Time), 81, 580
6745359, Wed Aug 11 2021 10:00:00 GMT-0700 (Pacific Daylight Time), 42, 494
6745359, Wed Aug 11 2021 11:00:00 GMT-0700 (Pacific Daylight Time), 385, 560
6745359, Wed Aug 11 2021 12:00:00 GMT-0700 (Pacific Daylight Time), 1030.999, 0
6745359, Wed Aug 11 2021 13:00:00 GMT-0700 (Pacific Daylight Time), 1342, 0
6745359, Wed Aug 11 2021 14:00:00 GMT-0700 (Pacific Daylight Time), 2259, 0
6745359, Wed Aug 11 2021 15:00:00 GMT-0700 (Pacific Daylight Time), 929, 324
6745359, Wed Aug 11 2021 16:00:00 GMT-0700 (Pacific Daylight Time), 165, 359
6745359, Wed Aug 11 2021 17:00:00 GMT-0700 (Pacific Daylight Time), 214, 60
6745359, Wed Aug 11 2021 18:00:00 GMT-0700 (Pacific Daylight Time), 2706, 0
6745359, Wed Aug 11 2021 19:00:00 GMT-0700 (Pacific Daylight Time), 3987, 0
6745359, Wed Aug 11 2021 20:00:00 GMT-0700 (Pacific Daylight Time), 2490, 0
6745359, Wed Aug 11 2021 21:00:00 GMT-0700 (Pacific Daylight Time), 2095, 0
6745359, Wed Aug 11 2021 22:00:00 GMT-0700 (Pacific Daylight Time), 2085.9990000000003, 0
6745359, Wed Aug 11 2021 23:00:00 GMT-0700 (Pacific Daylight Time), 1990, 0
6745359, Thu Aug 12 2021 00:00:00 GMT-0700 (Pacific Daylight Time), 1491, 0
6745359, Thu Aug 12 2021 01:00:00 GMT-0700 (Pacific Daylight Time), 1361, 0
6745359, Thu Aug 12 2021 02:00:00 GMT-0700 (Pacific Daylight Time), 1311, 0
6745359, Thu Aug 12 2021 03:00:00 GMT-0700 (Pacific Daylight Time), 1294, 0
6745359, Thu Aug 12 2021 04:00:00 GMT-0700 (Pacific Daylight Time), 1382, 0
6745359, Thu Aug 12 2021 05:00:00 GMT-0700 (Pacific Daylight Time), 1303, 0
6745359, Thu Aug 12 2021 06:00:00 GMT-0700 (Pacific Daylight Time), 1343, 0
6745359, Thu Aug 12 2021 07:00:00 GMT-0700 (Pacific Daylight Time), 1579, 0
6745359, Thu Aug 12 2021 08:00:00 GMT-0700 (Pacific Daylight Time), 1098, 0
6745359, Thu Aug 12 2021 09:00:00 GMT-0700 (Pacific Daylight Time), 401, 0
6745359, Thu Aug 12 2021 10:00:00 GMT-0700 (Pacific Daylight Time), 132, 178
6745359, Thu Aug 12 2021 11:00:00 GMT-0700 (Pacific Daylight Time), 630, 374
6745359, Thu Aug 12 2021 12:00:00 GMT-0700 (Pacific Daylight Time), 1411, 0
6745359, Thu Aug 12 2021 13:00:00 GMT-0700 (Pacific Daylight Time), 1428, 0
6745359, Thu Aug 12 2021 14:00:00 GMT-0700 (Pacific Daylight Time), 2493, 0
6745359, Thu Aug 12 2021 15:00:00 GMT-0700 (Pacific Daylight Time), 862, 290
6745359, Thu Aug 12 2021 16:00:00 GMT-0700 (Pacific Daylight Time), 3464, 64
6745359, Thu Aug 12 2021 17:00:00 GMT-0700 (Pacific Daylight Time), 2718, 0
6745359, Thu Aug 12 2021 18:00:00 GMT-0700 (Pacific Daylight Time), 1820, 0
6745359, Thu Aug 12 2021 19:00:00 GMT-0700 (Pacific Daylight Time), 2263, 0
6745359, Thu Aug 12 2021 20:00:00 GMT-0700 (Pacific Daylight Time), 2349, 0
6745359, Thu Aug 12 2021 21:00:00 GMT-0700 (Pacific Daylight Time), 2373, 0
6745359, Thu Aug 12 2021 22:00:00 GMT-0700 (Pacific Daylight Time), 2009, 0
6745359, Thu Aug 12 2021 23:00:00 GMT-0700 (Pacific Daylight Time), 1501, 0
6745359, Fri Aug 13 2021 00:00:00 GMT-0700 (Pacific Daylight Time), 1349, 0
6745359, Fri Aug 13 2021 01:00:00 GMT-0700 (Pacific Daylight Time), 1381, 0
6745359, Fri Aug 13 2021 02:00:00 GMT-0700 (Pacific Daylight Time), 1343, 0
6745359, Fri Aug 13 2021 03:00:00 GMT-0700 (Pacific Daylight Time), 1300, 0
6745359, Fri Aug 13 2021 04:00:00 GMT-0700 (Pacific Daylight Time), 1343, 0
6745359, Fri Aug 13 2021 05:00:00 GMT-0700 (Pacific Daylight Time), 1297, 0
6745359, Fri Aug 13 2021 06:00:00 GMT-0700 (Pacific Daylight Time), 1272, 0
6745359, Fri Aug 13 2021 07:00:00 GMT-0700 (Pacific Daylight Time), 1259, 0
6745359, Fri Aug 13 2021 08:00:00 GMT-0700 (Pacific Daylight Time), 773, 0
6745359, Fri Aug 13 2021 09:00:00 GMT-0700 (Pacific Daylight Time), 200, 412
6745359, Fri Aug 13 2021 10:00:00 GMT-0700 (Pacific Daylight Time), 120, 547
6745359, Fri Aug 13 2021 11:00:00 GMT-0700 (Pacific Daylight Time), 6, 905
6745359, Fri Aug 13 2021 12:00:00 GMT-0700 (Pacific Daylight Time), 27, 413
6745359, Fri Aug 13 2021 13:00:00 GMT-0700 (Pacific Daylight Time), 623, 77
6745359, Fri Aug 13 2021 14:00:00 GMT-0700 (Pacific Daylight Time), 1004, 0
6745359, Fri Aug 13 2021 15:00:00 GMT-0700 (Pacific Daylight Time), 718, 313
6745359, Fri Aug 13 2021 16:00:00 GMT-0700 (Pacific Daylight Time), 1, 700
6745359, Fri Aug 13 2021 17:00:00 GMT-0700 (Pacific Daylight Time), 240, 156
6745359, Fri Aug 13 2021 18:00:00 GMT-0700 (Pacific Daylight Time), 2964, 0
6745359, Fri Aug 13 2021 19:00:00 GMT-0700 (Pacific Daylight Time), 2139, 0
6745359, Fri Aug 13 2021 20:00:00 GMT-0700 (Pacific Daylight Time), 3543, 0
6745359, Fri Aug 13 2021 21:00:00 GMT-0700 (Pacific Daylight Time), 3495, 0
6745359, Fri Aug 13 2021 22:00:00 GMT-0700 (Pacific Daylight Time), 2846, 0
6745359, Fri Aug 13 2021 23:00:00 GMT-0700 (Pacific Daylight Time), 2428, 0
6745359, Sat Aug 14 2021 00:00:00 GMT-0700 (Pacific Daylight Time), 2378, 0
6745359, Sat Aug 14 2021 01:00:00 GMT-0700 (Pacific Daylight Time), 2386, 0
6745359, Sat Aug 14 2021 02:00:00 GMT-0700 (Pacific Daylight Time), 2403, 0
6745359, Sat Aug 14 2021 03:00:00 GMT-0700 (Pacific Daylight Time), 2337, 0
6745359, Sat Aug 14 2021 04:00:00 GMT-0700 (Pacific Daylight Time), 2345, 0
6745359, Sat Aug 14 2021 05:00:00 GMT-0700 (Pacific Daylight Time), 2365, 0
6745359, Sat Aug 14 2021 06:00:00 GMT-0700 (Pacific Daylight Time), 1854, 0
6745359, Sat Aug 14 2021 07:00:00 GMT-0700 (Pacific Daylight Time), 1103, 0
6745359, Sat Aug 14 2021 08:00:00 GMT-0700 (Pacific Daylight Time), 769, 0
6745359, Sat Aug 14 2021 09:00:00 GMT-0700 (Pacific Daylight Time), 207, 506
6745359, Sat Aug 14 2021 10:00:00 GMT-0700 (Pacific Daylight Time), 203, 186
6745359, Sat Aug 14 2021 11:00:00 GMT-0700 (Pacific Daylight Time), 1144, 16
6745359, Sat Aug 14 2021 12:00:00 GMT-0700 (Pacific Daylight Time), 1157, 0
6745359, Sat Aug 14 2021 13:00:00 GMT-0700 (Pacific Daylight Time), 737, 0
6745359, Sat Aug 14 2021 14:00:00 GMT-0700 (Pacific Daylight Time), 3221, 0
6745359, Sat Aug 14 2021 15:00:00 GMT-0700 (Pacific Daylight Time), 2748, 0
6745359, Sat Aug 14 2021 16:00:00 GMT-0700 (Pacific Daylight Time), 1193, 0
6745359, Sat Aug 14 2021 17:00:00 GMT-0700 (Pacific Daylight Time), 2122, 0
6745359, Sat Aug 14 2021 18:00:00 GMT-0700 (Pacific Daylight Time), 2648, 0
6745359, Sat Aug 14 2021 19:00:00 GMT-0700 (Pacific Daylight Time), 2811, 0
6745359, Sat Aug 14 2021 20:00:00 GMT-0700 (Pacific Daylight Time), 2354, 0
6745359, Sat Aug 14 2021 21:00:00 GMT-0700 (Pacific Daylight Time), 2192, 0
6745359, Sat Aug 14 2021 22:00:00 GMT-0700 (Pacific Daylight Time), 1886, 0
6745359, Sat Aug 14 2021 23:00:00 GMT-0700 (Pacific Daylight Time), 1470, 0
6745359, Sun Aug 15 2021 00:00:00 GMT-0700 (Pacific Daylight Time), 1320, 0
6745359, Sun Aug 15 2021 01:00:00 GMT-0700 (Pacific Daylight Time), 1362, 0
6745359, Sun Aug 15 2021 02:00:00 GMT-0700 (Pacific Daylight Time), 1350, 0
6745359, Sun Aug 15 2021 03:00:00 GMT-0700 (Pacific Daylight Time), 1305, 0
6745359, Sun Aug 15 2021 04:00:00 GMT-0700 (Pacific Daylight Time), 1383, 0
6745359, Sun Aug 15 2021 05:00:00 GMT-0700 (Pacific Daylight Time), 1273, 0
6745359, Sun Aug 15 2021 06:00:00 GMT-0700 (Pacific Daylight Time), 1312, 0
6745359, Sun Aug 15 2021 07:00:00 GMT-0700 (Pacific Daylight Time), 1099, 0
6745359, Sun Aug 15 2021 08:00:00 GMT-0700 (Pacific Daylight Time), 384, 200
6745359, Sun Aug 15 2021 09:00:00 GMT-0700 (Pacific Daylight Time), 61, 640
6745359, Sun Aug 15 2021 10:00:00 GMT-0700 (Pacific Daylight Time), 41, 872
6745359, Sun Aug 15 2021 11:00:00 GMT-0700 (Pacific Daylight Time), 520, 502
6745359, Sun Aug 15 2021 12:00:00 GMT-0700 (Pacific Daylight Time), 81, 48
6745359, Sun Aug 15 2021 13:00:00 GMT-0700 (Pacific Daylight Time), 160, 9
6745359, Sun Aug 15 2021 14:00:00 GMT-0700 (Pacific Daylight Time), 3385, 3
6745359, Sun Aug 15 2021 15:00:00 GMT-0700 (Pacific Daylight Time), 4361, 0
6745359, Sun Aug 15 2021 16:00:00 GMT-0700 (Pacific Daylight Time), 3253, 0
6745359, Sun Aug 15 2021 17:00:00 GMT-0700 (Pacific Daylight Time), 1194, 0
6745359, Sun Aug 15 2021 18:00:00 GMT-0700 (Pacific Daylight Time), 4995, 0
6745359, Sun Aug 15 2021 19:00:00 GMT-0700 (Pacific Daylight Time), 1719, 0
6745359, Sun Aug 15 2021 20:00:00 GMT-0700 (Pacific Daylight Time), 1965, 0
6745359, Sun Aug 15 2021 21:00:00 GMT-0700 (Pacific Daylight Time), 2025, 0
6745359, Sun Aug 15 2021 22:00:00 GMT-0700 (Pacific Daylight Time), 1842, 0
6745359, Sun Aug 15 2021 23:00:00 GMT-0700 (Pacific Daylight Time), 1477, 0
6745359, Mon Aug 16 2021 00:00:00 GMT-0700 (Pacific Daylight Time), 1302, 0
6745359, Mon Aug 16 2021 01:00:00 GMT-0700 (Pacific Daylight Time), 1294, 0
6745359, Mon Aug 16 2021 02:00:00 GMT-0700 (Pacific Daylight Time), 1387, 0
6745359, Mon Aug 16 2021 03:00:00 GMT-0700 (Pacific Daylight Time), 1289, 0
6745359, Mon Aug 16 2021 04:00:00 GMT-0700 (Pacific Daylight Time), 1290, 0
6745359, Mon Aug 16 2021 05:00:00 GMT-0700 (Pacific Daylight Time), 1289, 0
6745359, Mon Aug 16 2021 06:00:00 GMT-0700 (Pacific Daylight Time), 1288, 0
6745359, Mon Aug 16 2021 07:00:00 GMT-0700 (Pacific Daylight Time), 1489, 0
6745359, Mon Aug 16 2021 08:00:00 GMT-0700 (Pacific Daylight Time), 1708, 0
6745359, Mon Aug 16 2021 09:00:00 GMT-0700 (Pacific Daylight Time), 402, 40
6745359, Mon Aug 16 2021 10:00:00 GMT-0700 (Pacific Daylight Time), 2, 304
6745359, Mon Aug 16 2021 11:00:00 GMT-0700 (Pacific Daylight Time), 609, 645
6745359, Mon Aug 16 2021 12:00:00 GMT-0700 (Pacific Daylight Time), 1618, 0
6745359, Mon Aug 16 2021 13:00:00 GMT-0700 (Pacific Daylight Time), 2322, 0
6745359, Mon Aug 16 2021 14:00:00 GMT-0700 (Pacific Daylight Time), 3269, 0
6745359, Mon Aug 16 2021 15:00:00 GMT-0700 (Pacific Daylight Time), 1611, 313
6745359, Mon Aug 16 2021 16:00:00 GMT-0700 (Pacific Daylight Time), 3102, 3
6745359, Mon Aug 16 2021 17:00:00 GMT-0700 (Pacific Daylight Time), 3995, 0
6745359, Mon Aug 16 2021 18:00:00 GMT-0700 (Pacific Daylight Time), 1500, 0
6745359, Mon Aug 16 2021 19:00:00 GMT-0700 (Pacific Daylight Time), 1628, 0
6745359, Mon Aug 16 2021 20:00:00 GMT-0700 (Pacific Daylight Time), 881, 0
6745359, Mon Aug 16 2021 21:00:00 GMT-0700 (Pacific Daylight Time), 810, 0
6745359, Mon Aug 16 2021 22:00:00 GMT-0700 (Pacific Daylight Time), 893, 0
6745359, Mon Aug 16 2021 23:00:00 GMT-0700 (Pacific Daylight Time), 1667, 0
6745359, Tue Aug 17 2021 00:00:00 GMT-0700 (Pacific Daylight Time), 1334, 0
6745359, Tue Aug 17 2021 01:00:00 GMT-0700 (Pacific Daylight Time), 1330, 0
6745359, Tue Aug 17 2021 02:00:00 GMT-0700 (Pacific Daylight Time), 1406, 0
6745359, Tue Aug 17 2021 03:00:00 GMT-0700 (Pacific Daylight Time), 1264, 0
6745359, Tue Aug 17 2021 04:00:00 GMT-0700 (Pacific Daylight Time), 1322, 0
6745359, Tue Aug 17 2021 05:00:00 GMT-0700 (Pacific Daylight Time), 1378, 0
6745359, Tue Aug 17 2021 06:00:00 GMT-0700 (Pacific Daylight Time), 1251, 0
6745359, Tue Aug 17 2021 07:00:00 GMT-0700 (Pacific Daylight Time), 1376, 0
6745359, Tue Aug 17 2021 08:00:00 GMT-0700 (Pacific Daylight Time), 1046.999, 0
6745359, Tue Aug 17 2021 09:00:00 GMT-0700 (Pacific Daylight Time), 416, 178
6745359, Tue Aug 17 2021 10:00:00 GMT-0700 (Pacific Daylight Time), 56, 461
6745359, Tue Aug 17 2021 11:00:00 GMT-0700 (Pacific Daylight Time), 766, 504
6745359, Tue Aug 17 2021 12:00:00 GMT-0700 (Pacific Daylight Time), 1222, 0
6745359, Tue Aug 17 2021 13:00:00 GMT-0700 (Pacific Daylight Time), 3160, 0
6745359, Tue Aug 17 2021 14:00:00 GMT-0700 (Pacific Daylight Time), 2056, 0
6745359, Tue Aug 17 2021 15:00:00 GMT-0700 (Pacific Daylight Time), 877, 129
6745359, Tue Aug 17 2021 16:00:00 GMT-0700 (Pacific Daylight Time), 276, 299
6745359, Tue Aug 17 2021 17:00:00 GMT-0700 (Pacific Daylight Time), 1922, 0
6745359, Tue Aug 17 2021 18:00:00 GMT-0700 (Pacific Daylight Time), 338, 0
6745359, Tue Aug 17 2021 19:00:00 GMT-0700 (Pacific Daylight Time), 838, 0
6745359, Tue Aug 17 2021 20:00:00 GMT-0700 (Pacific Daylight Time), 2396, 0
6745359, Tue Aug 17 2021 21:00:00 GMT-0700 (Pacific Daylight Time), 2192, 0
6745359, Tue Aug 17 2021 22:00:00 GMT-0700 (Pacific Daylight Time), 1725, 0
6745359, Tue Aug 17 2021 23:00:00 GMT-0700 (Pacific Daylight Time), 1392, 0
6745359, Wed Aug 18 2021 00:00:00 GMT-0700 (Pacific Daylight Time), 1324, 0
6745359, Wed Aug 18 2021 01:00:00 GMT-0700 (Pacific Daylight Time), 1293, 0
6745359, Wed Aug 18 2021 02:00:00 GMT-0700 (Pacific Daylight Time), 1378, 0
6745359, Wed Aug 18 2021 03:00:00 GMT-0700 (Pacific Daylight Time), 1261, 0
6745359, Wed Aug 18 2021 04:00:00 GMT-0700 (Pacific Daylight Time), 1313, 0
6745359, Wed Aug 18 2021 05:00:00 GMT-0700 (Pacific Daylight Time), 1507, 0
6745359, Wed Aug 18 2021 06:00:00 GMT-0700 (Pacific Daylight Time), 1491, 0
6745359, Wed Aug 18 2021 07:00:00 GMT-0700 (Pacific Daylight Time), 1456, 0
6745359, Wed Aug 18 2021 08:00:00 GMT-0700 (Pacific Daylight Time), 1131, 0
6745359, Wed Aug 18 2021 09:00:00 GMT-0700 (Pacific Daylight Time), 653, 0
6745359, Wed Aug 18 2021 10:00:00 GMT-0700 (Pacific Daylight Time), 343, 0
6745359, Wed Aug 18 2021 11:00:00 GMT-0700 (Pacific Daylight Time), 776, 52
6745359, Wed Aug 18 2021 12:00:00 GMT-0700 (Pacific Daylight Time), 1260, 0
6745359, Wed Aug 18 2021 13:00:00 GMT-0700 (Pacific Daylight Time), 1693, 0
6745359, Wed Aug 18 2021 14:00:00 GMT-0700 (Pacific Daylight Time), 2319, 0
6745359, Wed Aug 18 2021 15:00:00 GMT-0700 (Pacific Daylight Time), 1559, 0
6745359, Wed Aug 18 2021 16:00:00 GMT-0700 (Pacific Daylight Time), 721, 0
6745359, Wed Aug 18 2021 17:00:00 GMT-0700 (Pacific Daylight Time), 1026.999, 0
6745359, Wed Aug 18 2021 18:00:00 GMT-0700 (Pacific Daylight Time), 1319, 0
6745359, Wed Aug 18 2021 19:00:00 GMT-0700 (Pacific Daylight Time), 1685, 0
6745359, Wed Aug 18 2021 20:00:00 GMT-0700 (Pacific Daylight Time), 2130, 0
6745359, Wed Aug 18 2021 21:00:00 GMT-0700 (Pacific Daylight Time), 2096, 0
6745359, Wed Aug 18 2021 22:00:00 GMT-0700 (Pacific Daylight Time), 1999, 0
6745359, Wed Aug 18 2021 23:00:00 GMT-0700 (Pacific Daylight Time), 1652, 0
6745359, Thu Aug 19 2021 00:00:00 GMT-0700 (Pacific Daylight Time), 1330, 0
6745359, Thu Aug 19 2021 01:00:00 GMT-0700 (Pacific Daylight Time), 1333, 0
6745359, Thu Aug 19 2021 02:00:00 GMT-0700 (Pacific Daylight Time), 1366, 0
6745359, Thu Aug 19 2021 03:00:00 GMT-0700 (Pacific Daylight Time), 1304, 0
6745359, Thu Aug 19 2021 04:00:00 GMT-0700 (Pacific Daylight Time), 1440, 0
6745359, Thu Aug 19 2021 05:00:00 GMT-0700 (Pacific Daylight Time), 1409, 0
6745359, Thu Aug 19 2021 06:00:00 GMT-0700 (Pacific Daylight Time), 1329, 0
6745359, Thu Aug 19 2021 07:00:00 GMT-0700 (Pacific Daylight Time), 1182, 0
6745359, Thu Aug 19 2021 08:00:00 GMT-0700 (Pacific Daylight Time), 921, 0
6745359, Thu Aug 19 2021 09:00:00 GMT-0700 (Pacific Daylight Time), 436, 0
6745359, Thu Aug 19 2021 10:00:00 GMT-0700 (Pacific Daylight Time), 137, 189
6745359, Thu Aug 19 2021 11:00:00 GMT-0700 (Pacific Daylight Time), 532, 620
6745359, Thu Aug 19 2021 12:00:00 GMT-0700 (Pacific Daylight Time), 1024.999, 0
6745359, Thu Aug 19 2021 13:00:00 GMT-0700 (Pacific Daylight Time), 2157, 0
6745359, Thu Aug 19 2021 14:00:00 GMT-0700 (Pacific Daylight Time), 2374, 0
6745359, Thu Aug 19 2021 15:00:00 GMT-0700 (Pacific Daylight Time), 1427, 0
6745359, Thu Aug 19 2021 16:00:00 GMT-0700 (Pacific Daylight Time), 772, 0
6745359, Thu Aug 19 2021 17:00:00 GMT-0700 (Pacific Daylight Time), 1312, 0
6745359, Thu Aug 19 2021 18:00:00 GMT-0700 (Pacific Daylight Time), 1602, 0
6745359, Thu Aug 19 2021 19:00:00 GMT-0700 (Pacific Daylight Time), 1961, 0
6745359, Thu Aug 19 2021 20:00:00 GMT-0700 (Pacific Daylight Time), 2111, 0
6745359, Thu Aug 19 2021 21:00:00 GMT-0700 (Pacific Daylight Time), 1996, 0
6745359, Thu Aug 19 2021 22:00:00 GMT-0700 (Pacific Daylight Time), 2065.9990000000003, 0
6745359, Thu Aug 19 2021 23:00:00 GMT-0700 (Pacific Daylight Time), 1700, 0
6745359, Fri Aug 20 2021 00:00:00 GMT-0700 (Pacific Daylight Time), 1457, 0
6745359, Fri Aug 20 2021 01:00:00 GMT-0700 (Pacific Daylight Time), 1433, 0
6745359, Fri Aug 20 2021 02:00:00 GMT-0700 (Pacific Daylight Time), 1486, 0
6745359, Fri Aug 20 2021 03:00:00 GMT-0700 (Pacific Daylight Time), 1519, 0
6745359, Fri Aug 20 2021 04:00:00 GMT-0700 (Pacific Daylight Time), 1414, 0
6745359, Fri Aug 20 2021 05:00:00 GMT-0700 (Pacific Daylight Time), 1464, 0
6745359, Fri Aug 20 2021 06:00:00 GMT-0700 (Pacific Daylight Time), 1527, 0
6745359, Fri Aug 20 2021 07:00:00 GMT-0700 (Pacific Daylight Time), 1329, 0
6745359, Fri Aug 20 2021 08:00:00 GMT-0700 (Pacific Daylight Time), 1095, 0
6745359, Fri Aug 20 2021 09:00:00 GMT-0700 (Pacific Daylight Time), 804, 0
6745359, Fri Aug 20 2021 10:00:00 GMT-0700 (Pacific Daylight Time), 312, 142
6745359, Fri Aug 20 2021 11:00:00 GMT-0700 (Pacific Daylight Time), 645, 450
6745359, Fri Aug 20 2021 12:00:00 GMT-0700 (Pacific Daylight Time), 1435, 0
6745359, Fri Aug 20 2021 13:00:00 GMT-0700 (Pacific Daylight Time), 2548, 0
6745359, Fri Aug 20 2021 14:00:00 GMT-0700 (Pacific Daylight Time), 2872, 0
6745359, Fri Aug 20 2021 15:00:00 GMT-0700 (Pacific Daylight Time), 1819, 0
6745359, Fri Aug 20 2021 16:00:00 GMT-0700 (Pacific Daylight Time), 843, 0
6745359, Fri Aug 20 2021 17:00:00 GMT-0700 (Pacific Daylight Time), 653, 0
6745359, Fri Aug 20 2021 18:00:00 GMT-0700 (Pacific Daylight Time), 563, 0
6745359, Fri Aug 20 2021 19:00:00 GMT-0700 (Pacific Daylight Time), 1693, 0
6745359, Fri Aug 20 2021 20:00:00 GMT-0700 (Pacific Daylight Time), 1952, 0
6745359, Fri Aug 20 2021 21:00:00 GMT-0700 (Pacific Daylight Time), 1949, 0
6745359, Fri Aug 20 2021 22:00:00 GMT-0700 (Pacific Daylight Time), 2039, 0
6745359, Fri Aug 20 2021 23:00:00 GMT-0700 (Pacific Daylight Time), 1801, 0
6745359, Sat Aug 21 2021 00:00:00 GMT-0700 (Pacific Daylight Time), 1374, 0
6745359, Sat Aug 21 2021 01:00:00 GMT-0700 (Pacific Daylight Time), 1356, 0
6745359, Sat Aug 21 2021 02:00:00 GMT-0700 (Pacific Daylight Time), 1313, 0
6745359, Sat Aug 21 2021 03:00:00 GMT-0700 (Pacific Daylight Time), 1288, 0
6745359, Sat Aug 21 2021 04:00:00 GMT-0700 (Pacific Daylight Time), 1348, 0
6745359, Sat Aug 21 2021 05:00:00 GMT-0700 (Pacific Daylight Time), 1315, 0
6745359, Sat Aug 21 2021 06:00:00 GMT-0700 (Pacific Daylight Time), 1306, 0
6745359, Sat Aug 21 2021 07:00:00 GMT-0700 (Pacific Daylight Time), 1391, 0
6745359, Sat Aug 21 2021 08:00:00 GMT-0700 (Pacific Daylight Time), 1421, 0
6745359, Sat Aug 21 2021 09:00:00 GMT-0700 (Pacific Daylight Time), 1495, 0
6745359, Sat Aug 21 2021 10:00:00 GMT-0700 (Pacific Daylight Time), 1834, 0
6745359, Sat Aug 21 2021 11:00:00 GMT-0700 (Pacific Daylight Time), 3239, 0
6745359, Sat Aug 21 2021 12:00:00 GMT-0700 (Pacific Daylight Time), 3421, 0
6745359, Sat Aug 21 2021 13:00:00 GMT-0700 (Pacific Daylight Time), 2376, 0
6745359, Sat Aug 21 2021 14:00:00 GMT-0700 (Pacific Daylight Time), 1395, 0
6745359, Sat Aug 21 2021 15:00:00 GMT-0700 (Pacific Daylight Time), 710, 318
6745359, Sat Aug 21 2021 16:00:00 GMT-0700 (Pacific Daylight Time), 53, 249
6745359, Sat Aug 21 2021 17:00:00 GMT-0700 (Pacific Daylight Time), 395, 0
6745359, Sat Aug 21 2021 18:00:00 GMT-0700 (Pacific Daylight Time), 1173, 0
6745359, Sat Aug 21 2021 19:00:00 GMT-0700 (Pacific Daylight Time), 1837, 0
6745359, Sat Aug 21 2021 20:00:00 GMT-0700 (Pacific Daylight Time), 1960, 0
6745359, Sat Aug 21 2021 21:00:00 GMT-0700 (Pacific Daylight Time), 1876, 0
6745359, Sat Aug 21 2021 22:00:00 GMT-0700 (Pacific Daylight Time), 2037.999, 0
6745359, Sat Aug 21 2021 23:00:00 GMT-0700 (Pacific Daylight Time), 1648, 0
6745359, Sun Aug 22 2021 00:00:00 GMT-0700 (Pacific Daylight Time), 1320, 0
6745359, Sun Aug 22 2021 01:00:00 GMT-0700 (Pacific Daylight Time), 1347, 0
6745359, Sun Aug 22 2021 02:00:00 GMT-0700 (Pacific Daylight Time), 1420, 0
6745359, Sun Aug 22 2021 03:00:00 GMT-0700 (Pacific Daylight Time), 1310, 0
6745359, Sun Aug 22 2021 04:00:00 GMT-0700 (Pacific Daylight Time), 1320, 0
